Product,Rating,MRP,Feature
MSI Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C11M-030IN Thin and Light Laptop,,"₹45,990",Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty
HP 14s Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14s - dy5005TU Thin and Light Lapto...,4.2,"₹60,990",Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty
ASUS Zenbook 17 Fold OLED Intel EVO Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) UX9702AA-MD023...,,"₹3,29,990","Stylish & Portable Thin and Light Foldable Laptop
12th Gen Intel Evo� Core i7-1250U CPU with 10 cores and 4.7 GHz max frequency
17.3 Inch 2.5K Foldable OLED, 0.2ms response time, 60Hz refresh rate, 500nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 500
World�s first 17� foldable OLED laptop with Multiple versatile use cases possible: laptop, tablet, AiO, vertical, extended, etc.
17.3� screen when unfolded, while just 8.7mm thin and 1.5kg in weight. MIL-STD 810H Military-grade durability
ASUS ErgoSense Bluetooth keyboard included in the box.
Two Thunderbolt 4 ports for external 4K display, 40 GB/s data transfer and fast chargingIntel Core i7 Processor (12th Gen)16 GB LPDDR5 RAM64 bit Windows 11 Operating System1 TB SSD43.94 cm (17.3 Inch) Touchscreen Display1 Year Onsite Warranty"
ASUS ROG Zephyrus G15 (2022) Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/...,,"₹2,11,990",AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphi...,4.5,"₹80,990",AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayOffice Home and Student 20211 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection
HP Chromebook MediaTek Kompanio 500 - (4 GB/64 GB EMMC Storage/Chrome OS) 11a-na0006MU Chromebook,3.8,"₹22,490",MediaTek MediaTek Kompanio 500 Processor4 GB LPDDR4X RAMChrome Operating System29.46 cm (11.6 inch) Touchscreen Display1 Year Onsite Warranty
APPLE MacBook Air M1 - (16 GB/512 GB SSD/Mac OS Big Sur) Z124J006KD,4.7,"₹1,32,900","Apple M1 Processor16 GB DDR4 RAMMac OS Operating System512 GB SSD33.78 cm (13.3 inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warranty"
Infinix INBook X1 Neo Series Celeron Quad Core - (4 GB/128 GB SSD/Windows 11 Home) XL22 Thin and Light...,4.1,"₹21,990",Intel Celeron Quad Core Processor4 GB LPDDR4X RAM64 bit Windows 11 Operating System128 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty
ASUS Zenbook Pro 14 Duo OLED (2022) with Dual Screen Touch Panel Core i9 12th Gen - (32 GB/1 TB SSD/Wi...,,"₹1,59,990",Intel Core i9 Processor (12th Gen)32 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD36.83 cm (14.5 inch) Touchscreen DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty
HP Victus Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX ...,3.9,"₹62,990",Intel Core i5 Processor (11th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD40.89 cm (16.1 Inch) Display1 Year Onsite Warranty
HP Victus Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,4.7,"₹67,490","AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 2021, HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Smart, HP Jumpstarts1 Year Onsite Warranty"
ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 7 Octa Core 6800H - (32 GB...,,"₹2,24,990",AMD Ryzen 7 Octa Core Processor32 GB DDR5 RAM64 bit Windows 11 Operating System2 TB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty
HP Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 14s-fy1003AU Thin and Light Laptop,4.2,"₹48,990",AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty
HP intel Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) 14a- na1004TU Chromebook,4.2,"₹25,490",Intel Celeron Dual Core Processor4 GB LPDDR4 RAMChrome Operating System35.56 cm (14 Inch) Touchscreen Display1 Year Onsite Warranty
HP Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 14s-fy1005AU Thin and Light Laptop,4.2,"₹60,990",AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty
DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) New Inspiron 15 Laptop Thin an...,4.1,"₹63,890",Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Hardware Service
DELL Inspiron Ryzen 7 Octa Core 5825U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 7425 Notebook,,"₹88,990",AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Touchscreen Display1 Year Onsite Warranty
HP Chromebook MediaTek Kompanio 500 - (4 GB/64 GB EMMC Storage/Chrome OS) 11A-NA0002MU Chromebook,3.8,"₹19,100","MediaTek MediaTek Kompanio 500 Processor4 GB DDR4 RAM32 bit Chrome Operating System29.46 cm (11.6 inch) Touchscreen DisplayPre-installed G-suite Apps, Linux Kernel and Apps, Chrome Web Extensions, Google Play Store, HP Audio Switch, HP ePrint, HP Support Assistant, Dropbox1 Year Onsite Warranty"
HP Victus Core i7 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 1...,,"₹83,699",Intel Core i7 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty
HP Envy x360 Creator OLED Intel Evo Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15-ew0043TU ...,4.5,"₹90,490",Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Touchscreen Display1 Year Onsite Warranty
DELL Ryzen 5 Hexa Core AMD R5-6600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RT...,3.4,"₹69,490",AMD Ryzen 5 Hexa Core Processor8 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD96.52 cm (38 cm) Display1 Year Onsite Hardware Service
HP Chromebook MediaTek Kompanio 500 - (4 GB/64 GB EMMC Storage/Chrome OS) 11a-na0006MU Chromebook,3.8,"₹22,490",MediaTek MediaTek Kompanio 500 Processor4 GB LPDDR4X RAMChrome Operating System29.46 cm (11.6 inch) Touchscreen Display1 Year Onsite Warranty
ASUS ROG Strix G15 Advantage Edition Ryzen 9 Octa Core AMD R9-5900HX - (16 GB/1 TB SSD/Windows 10 Home...,4.6,"₹1,46,990",AMD Ryzen 9 Octa Core Processor16 GB DDR4 RAMWindows 10 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 2019 included1 Year Onsite Warranty
ASUS ROG Zephyrus G15 (2022) Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/...,,"₹2,11,990",AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
DELL Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Metal Laptop Thin and Light...,4.4,"₹64,990","Processor: Intel i5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 CoresRAM & Storage: 16GB DDR4 & 512GB SSDGraphics & Keyboard: Integrated & Backlit Keyboard+Fingerprint ReaderDisplay: 15.6"" FHD WVA AG 120Hz 250 nits Narrow BorderIntel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Hardware Service"
Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN | 81X800LG...,4.3,"₹36,158",Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty
ASUS ROG Zephyrus M16 (2023) Core i9 13th Gen - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA ...,,"₹3,65,387",Intel Core i9 Processor (13th Gen)32 GB DDR5 RAMWindows 11 Operating System2 TB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty
DELL Alienware Ryzen 7 Hexa Core 6800H - (16 GB/512 GB HDD/512 GB SSD/Windows 11 Home/6 GB Graphics/NV...,,"₹1,51,990",AMD Ryzen 7 Hexa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB HDD|512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Premium Support
ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 7 Octa Core 6800H - (32 GB...,,"₹2,24,990",AMD Ryzen 7 Octa Core Processor32 GB DDR5 RAM64 bit Windows 11 Operating System2 TB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty
Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL05 Thin and Ligh...,4.2,"₹33,639",Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty
HP Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti) 16-k03...,,"₹1,70,399",Intel Core i7 Processor (12th Gen)16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD40.89 cm (16.1 Inch) Display1 Year Onsite Warranty
ASUS TUF Gaming A15 Ryzen 5 Hexa Core AMD R5-4600H - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,4.5,"₹65,990",AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty
HP Pavilion Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15-EG2009TU Thin and Light Lapt...,4.1,"₹65,490",Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty
MSI Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-062IN Thin and Light La...,,"₹50,990",AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty
MSI Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C11M-031IN Thin and Light Laptop,4.5,"₹37,990",Intel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty
SAMSUNG Galaxy Book3 Core i5 Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) Galaxy Book3 Thin a...,,"₹79,990",Intel Core i5 Processor (13th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
ASUS Vivobook S14 OLED (2022) Intel EVO Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-...,4.5,"₹74,990",Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty
HP intel Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) 14a- na1004TU Chromebook,4.2,"₹25,490",Intel Celeron Dual Core Processor4 GB LPDDR4 RAMChrome Operating System35.56 cm (14 Inch) Touchscreen Display1 Year Onsite Warranty
ASUS TUF Gaming A15 with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB...,,"₹1,15,990",AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
Lenovo IdeaPad 3 Intel Core i3 10th Gen - (4 GB/256 GB SSD/Windows 11 Home) 14IIL05 Thin and Light Lap...,3.9,"₹31,990",Intel Core i3 Processor (10th Gen)4 GB DDR4 RAMWindows 11 Operating System256 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty
HP OMEN Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,,"₹74,490","AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD40.89 cm (16.1 inch) Display""Microsoft Office Home & Student 2019, HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Smart, HP Jumpstarts ""1 Year Onsite Warranty"
HP Chromebook MediaTek Kompanio 500 - (4 GB/64 GB EMMC Storage/Chrome OS) 11A-NA0002MU Chromebook,3.8,"₹19,100","MediaTek MediaTek Kompanio 500 Processor4 GB DDR4 RAM32 bit Chrome Operating System29.46 cm (11.6 inch) Touchscreen DisplayPre-installed G-suite Apps, Linux Kernel and Apps, Chrome Web Extensions, Google Play Store, HP Audio Switch, HP ePrint, HP Support Assistant, Dropbox1 Year Onsite Warranty"
ASUS EeeBook 14 with NumberPad Pentium Silver - (8 GB/256 GB SSD/Windows 11 Home) E410KA-BV103WS Thin ...,4,"₹27,990",Intel Pentium Silver Processor8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 Inch) Display1 Year Onsite warranty
HP Envy x360 Creator Intel Evo Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) x360-bf0121TU Thi...,4.7,"₹85,990",Intel Core i5 Processor (12th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD34.04 cm (13.4 Inch) Touchscreen Display1 Year Onsite Warranty
DELL Ryzen 9 Octa Core 6900HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/...,,"₹1,46,990",AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD96.52 cm (38 cm) Display1 Year Onsite Premium Support
HP Chromebook MediaTek Kompanio 500 - (4 GB/64 GB EMMC Storage/Chrome OS) 11a-na0006MU Chromebook,3.8,"₹22,490",MediaTek MediaTek Kompanio 500 Processor4 GB LPDDR4X RAMChrome Operating System29.46 cm (11.6 inch) Touchscreen Display1 Year Onsite Warranty
ASUS Vivobook 14 (2022) Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1402ZA-EK522WS Thin and ...,4.5,"₹56,990",Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty
ASUS ROG Strix G17 with 90Whr Battery Ryzen 9 Octa Core 6900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB ...,,"₹2,10,990",AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD43.94 cm (17.3 Inch) Display1 Year Onsite Warranty
GIGABYTE AERO 5 KE4 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,,"₹1,49,990",Intel Core i7 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display2 Year Carry-in Warranty
Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN | 81X800LG...,4.3,"₹36,158",Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty
HP Envy x360 Creator OLED Intel Evo Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) x360-bf0059T...,5,"₹1,03,990",Intel Core i7 Processor (12th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD33.78 cm (13.3 Inch) Touchscreen Display1 Year Onsite Warranty
ASUS Zenbook 14 Flip Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home) UN5401QA-KN511WS 2 i...,4.8,"₹91,990",AMD Ryzen 5 Hexa Core Processor16 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Touchscreen Display1 Year Onsite Warranty
ASUS Vivobook S14 OLED (2022) Intel EVO Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-...,4.1,"₹84,990",Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayOffice Home and Student 20211 Year Onsite Warranty
Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL05 Thin and Ligh...,4.2,"₹33,639",Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty
DELL Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light Laptop,4.3,"₹45,490",Intel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Hardware Service
ASUS Vivobook Go 15 OLED (2023) Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK...,,"₹47,990",AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
DELL Vostro Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) vostro 3510 icl Thin and Light Laptop,4.1,"₹40,690",Intel Core i3 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty
MSI Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-062IN Thin and Light La...,,"₹50,990",AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty
HP Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1089au Thin and Light Laptop,4.3,"₹39,790",AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year onsite warranty
acer Aspire Vero (Green PC) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) AV15-51 Notebook,,"₹54,990",Intel Core i5 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year International Travelers Warranty (ITW)
ASUS Vivobook Go 15 OLED (2023) Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK...,,"₹47,990",AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
HP intel Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) 14a- na1004TU Chromebook,4.2,"₹25,490",Intel Celeron Dual Core Processor4 GB LPDDR4 RAMChrome Operating System35.56 cm (14 Inch) Touchscreen Display1 Year Onsite Warranty
APPLE 2021 Macbook Pro M1 Pro - (16 GB/1 TB SSD/Mac OS Monterey) MK1F3HN/A,4.8,"₹2,59,900","Apple M1 Pro Processor16 GB Unified Memory RAMMac OS Operating System1 TB SSD41.15 cm (16.2 inch) DisplayiMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warranty"
APPLE 2022 MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) Z15W000Z2,,"₹1,39,000","Apple M2 Processor8 GB Unified Memory RAMMac OS Operating System512 GB SSD34.54 cm (13.6 Inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warranty"
ASUS TUF Gaming A15 with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB...,,"₹1,15,990",AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
HP 15s Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5111TU Thin and Light Laptop,4.2,"₹58,400",Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty
ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) UX482EA-KA...,2.3,"₹74,990",Intel Core i5 Processor (11th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen DisplayOffice Home and Student 20211 Year Onsite Warranty
Mi Notebook Horizon Edition 14 Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) JYU4...,4.2,"₹56,490","Intel Core i7 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMi Blaze Unlock (Unlock NoteBook with Help of a Mi Band), Mi Smart Share1 Year Manufacturer Warranty from the Date of Purchase"
ASUS ROG Flow Z13 (2022) Core i9 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,,"₹1,81,990",Intel Core i9 Processor (12th Gen)16 GB LPDDR5 RAM64 bit Windows 11 Operating System1 TB SSD34.04 cm (13.4 Inch) Touchscreen Display1 Year Onsite Warranty
HP Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s- fr4000TU Thin and Light Laptop,4.3,"₹53,990",Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
HP Pavilion Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) EG2035TU/ 15-EG2035TU Thin and...,4,"₹71,990",Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
acer Predator Helios 300 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,5,"₹1,56,490","Intel Core i7 Processor (12th Gen)16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) DisplayAcer Care Center, Acer Product Registration, Planet9, PredatorSense1 Year International Travelers Warranty (ITW)"
ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 9 Octa Core 6900HX - (32 G...,,"₹3,61,990",AMD Ryzen 9 Octa Core Processor32 GB DDR5 RAM64 bit Windows 11 Operating System2 TB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty
HP 14s Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14s - dy5005TU Thin and Light Lapto...,4.2,"₹60,990",Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty
Lenovo Intel Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 306...,,"₹1,39,490",Intel Core i7 Processor (12th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty
APPLE MacBook Air M1 - (16 GB/256 GB SSD/Mac OS Big Sur) Z124J005KD,4.7,"₹1,12,900","Apple M1 Processor16 GB DDR4 RAMMac OS Operating System256 GB SSD33.78 cm (13.3 inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warranty"
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 7 Octa Core AMD R7-6800H - (16 GB/1 TB SSD/Windows ...,5,"₹1,29,990",AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty
HP Chromebook MediaTek Kompanio 500 - (4 GB/64 GB EMMC Storage/Chrome OS) 11a-na0006MU Chromebook,3.8,"₹22,490",MediaTek MediaTek Kompanio 500 Processor4 GB LPDDR4X RAMChrome Operating System29.46 cm (11.6 inch) Touchscreen Display1 Year Onsite Warranty
ASUS ROG Flow Z13 (2022) Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/NA/120 Hz) GZ301ZA-LD049...,,"₹1,14,650",Intel Core i5 Processor (12th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD34.04 cm (13.4 inch) Touchscreen DisplayMicrosoft Office Home & Student1 Year Onsite Warranty
